node_id,lon,lat,elevation,node_type,zone_id,lon_r,lat_r
30,75.84157277700008,17.417028651000063,413.0,junction,zone_5,75.8416,17.417
31,75.84158310520624,17.725729642108515,489.0,junction,zone_1,75.8416,17.7257
32,75.84168117922431,17.725815410607417,492.0,junction,zone_1,75.8417,17.7258
33,75.84181735890829,17.668408942470606,445.0,junction,zone_6,75.8418,17.6684
34,75.84178155183288,17.72672839374127,492.0,junction,zone_1,75.8418,17.7267
35,75.8418834426916,17.667985154666574,446.0,junction,zone_6,75.8419,17.668
36,75.8419330174732,17.72659535684816,492.0,junction,zone_1,75.8419,17.7266
37,75.8420363896242,17.66798405892485,446.0,junction,zone_6,75.842,17.668
38,75.84204226208367,17.668440884729876,445.0,junction,zone_6,75.842,17.6684
39,75.842028,17.72646,492.0,junction,zone_1,75.842,17.7265
40,75.842184,17.72626,492.0,junction,zone_1,75.8422,17.7263
41,75.84220951031955,17.726352503955436,492.0,junction,zone_1,75.8422,17.7264
42,75.84256303667382,17.668532582143996,445.0,junction,zone_6,75.8426,17.6685
43,75.84278195144019,17.667980397380788,445.0,junction,zone_6,75.8428,17.668
44,75.84486468007967,17.705670214036058,477.0,junction,zone_1,75.8449,17.7057
45,75.84495244818753,17.70152776153291,476.0,junction,zone_1,75.845,17.7015
46,75.8451221086247,17.701461641566194,477.0,junction,zone_1,75.8451,17.7015
47,75.84548831742565,17.687528033549626,459.0,junction,zone_1,75.8455,17.6875
48,75.84573374838381,17.709373663040747,479.0,junction,zone_1,75.8457,17.7094
49,75.84570695704653,17.71754255380004,483.0,junction,zone_1,75.8457,17.7175
50,75.84576329472374,17.720990979072898,481.0,junction,zone_1,75.8458,17.721
51,75.84637047800005,17.418566300000048,422.0,junction,zone_5,75.8464,17.4186
52,75.84645439000009,17.41851396600003,422.0,junction,zone_5,75.8465,17.4185
53,75.84666547828814,17.71193379104299,479.0,junction,zone_1,75.8467,17.7119
54,75.84678476735837,17.72032260704346,479.0,junction,zone_1,75.8468,17.7203
55,75.84689477255624,17.72020698676641,479.0,junction,zone_1,75.8469,17.7202
56,75.84744489946064,17.70192844926992,476.0,junction,zone_1,75.8474,17.7019
57,75.84745828966084,17.701769810860675,476.0,junction,zone_1,75.8475,17.7018
58,75.84752761503032,17.719552015556456,478.0,junction,zone_1,75.8475,17.7196
59,75.84757446022498,17.701382986375002,475.0,junction,zone_1,75.8476,17.7014
60,75.8476224722162,17.70175052971644,475.0,junction,zone_1,75.8476,17.7018
61,75.8476483574558,17.70191703578278,475.0,junction,zone_1,75.8476,17.7019
62,75.84762528491777,17.715616605064756,480.0,junction,zone_1,75.8476,17.7156
63,75.84765672172861,17.701970837109872,475.0,junction,zone_1,75.8477,17.702
64,75.8476905897689,17.71565120865212,480.0,junction,zone_1,75.8477,17.7157
65,75.84772729874173,17.717442530736186,481.0,junction,zone_1,75.8477,17.7174
66,75.84791437286954,17.71578569078024,480.0,junction,zone_1,75.8479,17.7158
67,75.84791521548648,17.716560863047103,481.0,junction,zone_1,75.8479,17.7166
68,75.84800314554087,17.716125137023308,481.0,junction,zone_1,75.848,17.7161
69,75.84801018543972,17.716841406171532,481.0,junction,zone_1,75.848,17.7168
70,75.8480330877893,17.71689931563659,481.0,junction,zone_1,75.848,17.7169
71,75.84808003668057,17.716148714745117,481.0,junction,zone_1,75.8481,17.7161
72,75.84806966200304,17.716206007873236,481.0,junction,zone_1,75.8481,17.7162
73,75.84810931731667,17.71655397707894,481.0,junction,zone_1,75.8481,17.7166
74,75.84809146824942,17.716913939233496,481.0,junction,zone_1,75.8481,17.7169
75,75.848207,17.71646,481.0,junction,zone_1,75.8482,17.7165
76,75.84818980876153,17.718324075284354,482.0,junction,zone_1,75.8482,17.7183
77,75.84833383084722,17.701650493985454,473.0,junction,zone_1,75.8483,17.7017
78,75.84829975927364,17.701880492339562,475.0,junction,zone_1,75.8483,17.7019
79,75.84832991714018,17.71601816433329,480.0,junction,zone_1,75.8483,17.716
80,75.84833759429068,17.71766380385932,479.0,junction,zone_1,75.8483,17.7177
81,75.84854708528988,17.716126164220427,480.0,junction,zone_1,75.8485,17.7161
82,75.84849813267277,17.717589746927715,479.0,junction,zone_1,75.8485,17.7176
83,75.84854033195897,17.71772602753302,479.0,junction,zone_1,75.8485,17.7177
84,75.84845246779695,17.718509385812443,479.0,junction,zone_1,75.8485,17.7185
85,75.84854066053614,17.718604135311985,479.0,junction,zone_1,75.8485,17.7186
86,75.84857401735779,17.716225750549018,480.0,junction,zone_1,75.8486,17.7162
87,75.84862709410201,17.716609490304222,480.0,junction,zone_1,75.8486,17.7166
88,75.84855741362723,17.71761464335433,479.0,junction,zone_1,75.8486,17.7176
89,75.84858955051685,17.71771094039611,479.0,junction,zone_1,75.8486,17.7177
90,75.84856594606413,17.71862791617482,479.0,junction,zone_1,75.8486,17.7186
91,75.84867956398101,17.716195994289944,480.0,junction,zone_1,75.8487,17.7162
92,75.84872266767452,17.716465003640636,480.0,junction,zone_1,75.8487,17.7165
93,75.848751,17.71751,479.0,junction,zone_1,75.8488,17.7175
94,75.84885341298818,17.716268230357056,480.0,junction,zone_1,75.8489,17.7163
95,75.84889846941724,17.716585673744262,480.0,junction,zone_1,75.8489,17.7166
96,75.84899228163827,17.716871079887976,481.0,junction,zone_1,75.849,17.7169
97,75.849098656269,17.716911554500033,481.0,junction,zone_1,75.8491,17.7169
98,75.84913512282861,17.717167984171518,481.0,junction,zone_1,75.8491,17.7172
99,75.84910628832876,17.71803639137854,479.0,junction,zone_1,75.8491,17.718
100,75.8492172081361,17.716979526493187,478.0,junction,zone_1,75.8492,17.717
101,75.8493355965968,17.71645154774137,479.0,junction,zone_1,75.8493,17.7165
102,75.84927546643611,17.717743012234926,477.0,junction,zone_1,75.8493,17.7177
103,75.84937099605676,17.71632021974617,479.0,junction,zone_1,75.8494,17.7163
104,75.84950602749059,17.715989499561186,479.0,junction,zone_1,75.8495,17.716
105,75.84962832486399,17.71644780237656,479.0,junction,zone_1,75.8496,17.7164
106,75.84961904479275,17.71749503929469,478.0,junction,zone_1,75.8496,17.7175
107,75.84977028209207,17.715506478148036,477.0,junction,zone_1,75.8498,17.7155
108,75.84983654111431,17.71563638373663,477.0,junction,zone_1,75.8498,17.7156
109,75.84984742968219,17.715657731537537,477.0,junction,zone_1,75.8498,17.7157
110,75.84992505093011,17.71579378720108,477.0,junction,zone_1,75.8499,17.7158
111,75.84988321153223,17.716075836612934,479.0,junction,zone_1,75.8499,17.7161
112,75.84991883853814,17.717182143964592,478.0,junction,zone_1,75.8499,17.7172
113,75.85003212324241,17.715989384655515,476.0,junction,zone_1,75.85,17.716
114,75.85004289416337,17.716318691857907,476.0,junction,zone_1,75.85,17.7163
115,75.85007895960658,17.715519519072497,477.0,junction,zone_1,75.8501,17.7155
116,75.85006003160996,17.716775700448313,478.0,junction,zone_1,75.8501,17.7168
117,75.85024869830698,17.700902634489328,468.0,junction,zone_1,75.8502,17.7009
118,75.85015635710127,17.71673612933511,478.0,junction,zone_1,75.8502,17.7167
119,75.85024796844992,17.717024147014733,478.0,junction,zone_1,75.8502,17.717
120,75.85022489244221,17.71720698558094,478.0,junction,zone_1,75.8502,17.7172
121,75.85022302024184,17.71734361802324,478.0,junction,zone_1,75.8502,17.7173
122,75.85022170921383,17.717439296412646,478.0,junction,zone_1,75.8502,17.7174
123,75.85021986410851,17.717597564567228,476.0,junction,zone_1,75.8502,17.7176
124,75.85020573977322,17.71779337597242,476.0,junction,zone_1,75.8502,17.7178
125,75.85021376050226,17.717990734591396,476.0,junction,zone_1,75.8502,17.718
126,75.8502474158033,17.71814857005245,476.0,junction,zone_1,75.8502,17.7181
127,75.85027654343315,17.716810182792806,478.0,junction,zone_1,75.8503,17.7168
128,75.85039450743524,17.71643218288039,476.0,junction,zone_1,75.8504,17.7164
129,75.850396439435,17.71776096886349,476.0,junction,zone_1,75.8504,17.7178
130,75.85044724728246,17.7179001096908,476.0,junction,zone_1,75.8504,17.7179
131,75.85041828253021,17.717958860560383,476.0,junction,zone_1,75.8504,17.718
132,75.85053425129306,17.715711844211427,477.0,junction,zone_1,75.8505,17.7157
133,75.85046647009898,17.71684890428983,478.0,junction,zone_1,75.8505,17.7168
134,75.8505013654816,17.716860663798894,478.0,junction,zone_1,75.8505,17.7169
135,75.85053502873222,17.717014575900254,478.0,junction,zone_1,75.8505,17.717
136,75.85051993901098,17.71735966174143,478.0,junction,zone_1,75.8505,17.7174
137,75.85049597892467,17.717542856325558,476.0,junction,zone_1,75.8505,17.7175
138,75.85045577939533,17.717550821319122,476.0,junction,zone_1,75.8505,17.7176
139,75.8505663422032,17.71710906783694,478.0,junction,zone_1,75.8506,17.7171
140,75.85059928938894,17.717165266339567,478.0,junction,zone_1,75.8506,17.7172
141,75.85062775739809,17.71754046873359,476.0,junction,zone_1,75.8506,17.7175
142,75.8506839626479,17.71607526301355,476.0,junction,zone_1,75.8507,17.7161
143,75.85067195864049,17.716947382923234,478.0,junction,zone_1,75.8507,17.7169
144,75.85073160605319,17.71728646056489,478.0,junction,zone_1,75.8507,17.7173
145,75.85068026777888,17.7178907510544,476.0,junction,zone_1,75.8507,17.7179
146,75.85079435337654,17.71702633262368,478.0,junction,zone_1,75.8508,17.717
147,75.85077785765543,17.717373597758083,478.0,junction,zone_1,75.8508,17.7174
148,75.85081658109853,17.717460095686715,478.0,junction,zone_1,75.8508,17.7175
149,75.85077225648375,17.717905817432126,476.0,junction,zone_1,75.8508,17.7179
150,75.85085198589975,17.717539120585187,476.0,junction,zone_1,75.8509,17.7175
151,75.85093931332592,17.717649481807136,476.0,junction,zone_1,75.8509,17.7176
152,75.85094423256348,17.717665825153215,476.0,junction,zone_1,75.8509,17.7177
153,75.85094729547232,17.717758672254092,476.0,junction,zone_1,75.8509,17.7178
154,75.85094541170761,17.717921752224516,476.0,junction,zone_1,75.8509,17.7179
155,75.85091023020549,17.718278020556184,476.0,junction,zone_1,75.8509,17.7183
156,75.85090752040338,17.718510361854094,473.0,junction,zone_1,75.8509,17.7185
157,75.85100150667125,17.717515319191847,476.0,junction,zone_1,75.851,17.7175
158,75.85104694824729,17.71792864721103,476.0,junction,zone_1,75.851,17.7179
159,75.85110205826514,17.717279580089986,476.0,junction,zone_1,75.8511,17.7173
160,75.85121736861501,17.717337086076054,476.0,junction,zone_1,75.8512,17.7173
161,75.85128084455005,17.717975147043507,476.0,junction,zone_1,75.8513,17.718
162,75.8513722602099,17.71739891652318,476.0,junction,zone_1,75.8514,17.7174
163,75.85143645266345,17.717453130884852,476.0,junction,zone_1,75.8514,17.7175
164,75.85149865073019,17.71533926703435,475.0,junction,zone_1,75.8515,17.7153
165,75.8515271074055,17.7154343905509,475.0,junction,zone_1,75.8515,17.7154
166,75.85149310261752,17.717527814738986,476.0,junction,zone_1,75.8515,17.7175
167,75.85152515387288,17.718034212232656,476.0,junction,zone_1,75.8515,17.718
168,75.85155084256894,17.717711411919666,476.0,junction,zone_1,75.8516,17.7177
169,75.85159343563564,17.71782371711536,476.0,junction,zone_1,75.8516,17.7178
170,75.85164841083898,17.71793186239933,473.0,junction,zone_1,75.8516,17.7179
171,75.85170676071003,17.718060056810636,473.0,junction,zone_1,75.8517,17.7181
172,75.85178421199738,17.715170774325095,473.0,junction,zone_1,75.8518,17.7152
173,75.85196454654749,17.718172566636515,473.0,junction,zone_1,75.852,17.7182
174,75.85208154972494,17.718229786433906,473.0,junction,zone_1,75.8521,17.7182
175,75.85215750898737,17.714662594147565,471.0,junction,zone_1,75.8522,17.7147
176,75.8523040796526,17.71837611911988,472.0,junction,zone_1,75.8523,17.7184
177,75.85236297590697,17.71842438062972,472.0,junction,zone_1,75.8524,17.7184
178,75.8524764235918,17.718559376069248,472.0,junction,zone_1,75.8525,17.7186
179,75.85270136605757,17.71889598162323,473.0,junction,zone_1,75.8527,17.7189
180,75.8527573497669,17.7189686027601,473.0,junction,zone_1,75.8528,17.719
181,75.85289876601831,17.700444465825186,464.0,junction,zone_1,75.8529,17.7004
182,75.852891785069,17.7190835452138,473.0,junction,zone_1,75.8529,17.7191
183,75.85303970980414,17.71919900881679,474.0,junction,zone_1,75.853,17.7192
184,75.85314841608896,17.71925867854514,474.0,junction,zone_1,75.8531,17.7193
185,75.85333243641684,17.719331841794666,475.0,junction,zone_1,75.8533,17.7193
186,75.85351471809096,17.7132611666893,471.0,junction,zone_1,75.8535,17.7133
187,75.8536116646425,17.72146451283789,477.0,junction,zone_1,75.8536,17.7215
188,75.85357858964556,17.721559667937093,477.0,junction,zone_1,75.8536,17.7216
189,75.85356719787856,17.721670340881666,478.0,junction,zone_1,75.8536,17.7217
190,75.85360258263107,17.721792452595718,478.0,junction,zone_1,75.8536,17.7218
191,75.85373948466356,17.721282400125805,477.0,junction,zone_1,75.8537,17.7213
192,75.8536663183917,17.721370073238347,477.0,junction,zone_1,75.8537,17.7214
193,75.85378392806086,17.719400908665353,475.0,junction,zone_1,75.8538,17.7194
194,75.85378686318379,17.721206141170196,477.0,junction,zone_1,75.8538,17.7212
195,75.85392337370554,17.720931843359274,477.0,junction,zone_1,75.8539,17.7209
196,75.85387505521872,17.721056987665914,477.0,junction,zone_1,75.8539,17.7211
197,75.85398119539948,17.720667943677267,476.0,junction,zone_1,75.854,17.7207
198,75.85414970118678,17.719450888044058,475.0,junction,zone_1,75.8541,17.7195
199,75.85413983086725,17.720239002807123,476.0,junction,zone_1,75.8541,17.7202
200,75.85406128166422,17.72043341950384,476.0,junction,zone_1,75.8541,17.7204
201,75.85426209148478,17.719975044371417,475.0,junction,zone_1,75.8543,17.72
202,75.85441547274726,17.719503982338395,475.0,junction,zone_1,75.8544,17.7195
203,75.85440580488336,17.719585291454127,475.0,junction,zone_1,75.8544,17.7196
204,75.85476830344857,17.712053182873454,471.0,junction,zone_1,75.8548,17.7121
205,75.85634449231102,17.710444941822715,468.0,junction,zone_1,75.8563,17.7104
206,75.85740389377392,17.66819635790807,439.0,junction,zone_6,75.8574,17.6682
207,75.857871,17.66689,441.0,junction,zone_6,75.8579,17.6669
208,75.85790351679866,17.667675752612478,441.0,junction,zone_6,75.8579,17.6677
209,75.85803837549068,17.666773333071475,441.0,junction,zone_6,75.858,17.6668
210,75.85796120086158,17.667716313604984,441.0,junction,zone_6,75.858,17.6677
211,75.858037,17.66854,440.0,junction,zone_6,75.858,17.6685
212,75.85812951221615,17.66646592393075,442.0,junction,zone_6,75.8581,17.6665
213,75.85807876214518,17.666742885726848,441.0,junction,zone_6,75.8581,17.6667
214,75.85810150359893,17.666768088068693,441.0,junction,zone_6,75.8581,17.6668
215,75.85809120589728,17.667607533344086,441.0,junction,zone_6,75.8581,17.6676
216,75.85821416631669,17.666648554584718,442.0,junction,zone_6,75.8582,17.6666
217,75.8581801212406,17.666671506969006,441.0,junction,zone_6,75.8582,17.6667
218,75.85816856077426,17.66798208308143,441.0,junction,zone_6,75.8582,17.668
219,75.85831407201759,17.667449367997833,441.0,junction,zone_6,75.8583,17.6674
220,75.85837517767798,17.666856244558694,445.0,junction,zone_6,75.8584,17.6669
221,75.85854161912853,17.667144481132617,445.0,junction,zone_6,75.8585,17.6671
222,75.85851054079069,17.6673073873152,445.0,junction,zone_6,75.8585,17.6673
223,75.85849388249214,17.668361380722953,439.0,junction,zone_6,75.8585,17.6684
224,75.85864437020368,17.66721440894038,445.0,junction,zone_6,75.8586,17.6672
225,75.85856013599712,17.667272991416958,445.0,junction,zone_6,75.8586,17.6673
226,75.85858744813717,17.667503523510675,443.0,junction,zone_6,75.8586,17.6675
227,75.85883563736816,17.65469919096566,454.0,junction,zone_6,75.8588,17.6547
228,75.8587679530765,17.666374470838864,444.0,junction,zone_6,75.8588,17.6664
229,75.8588502662977,17.666009650581316,444.0,junction,zone_6,75.8589,17.666
230,75.85888349025413,17.666554883478327,444.0,junction,zone_6,75.8589,17.6666
231,75.85890510527248,17.667930561583812,443.0,junction,zone_6,75.8589,17.6679
232,75.85903059428412,17.66822899972222,443.0,junction,zone_6,75.859,17.6682
233,75.85908699395719,17.6686387736274,439.0,junction,zone_6,75.8591,17.6686
234,75.8591567939558,17.667425524997892,448.0,junction,zone_6,75.8592,17.6674
235,75.85916544248165,17.667505402947988,447.0,junction,zone_6,75.8592,17.6675
236,75.85926420911089,17.66683672537513,448.0,junction,zone_6,75.8593,17.6668
237,75.85932661665323,17.66739370407447,448.0,junction,zone_6,75.8593,17.6674
238,75.8593437210993,17.667469526055488,448.0,junction,zone_6,75.8593,17.6675
239,75.85944229149209,17.665928709294285,446.0,junction,zone_6,75.8594,17.6659
240,75.85943468013309,17.667667198871783,447.0,junction,zone_6,75.8594,17.6677
241,75.8595429627467,17.6673450783328,448.0,junction,zone_6,75.8595,17.6673
242,75.85947473395775,17.66744316084074,448.0,junction,zone_6,75.8595,17.6674
243,75.85947539468836,17.668099016375447,447.0,junction,zone_6,75.8595,17.6681
244,75.85945936256662,17.668784073120616,440.0,junction,zone_6,75.8595,17.6688
245,75.85955175139252,17.667427661698234,448.0,junction,zone_6,75.8596,17.6674
246,75.8595562363259,17.667469804775212,448.0,junction,zone_6,75.8596,17.6675
247,75.85965518092513,17.66663904702179,446.0,junction,zone_6,75.8597,17.6666
248,75.85973230803594,17.667403982898737,448.0,junction,zone_6,75.8597,17.6674
249,75.85966219516787,17.668547922177083,440.0,junction,zone_6,75.8597,17.6685
250,75.8596568706177,17.668819877184823,440.0,junction,zone_6,75.8597,17.6688
251,75.85977872583194,17.66710031148843,448.0,junction,zone_6,75.8598,17.6671
252,75.85980362803703,17.667984857262567,447.0,junction,zone_6,75.8598,17.668
253,75.85978516928152,17.668522843525388,440.0,junction,zone_6,75.8598,17.6685
254,75.86001470140005,17.700798659498158,465.0,junction,zone_1,75.86,17.7008
255,75.86013768915463,17.667061428951243,448.0,junction,zone_6,75.8601,17.6671
256,75.8602245058091,17.667948914998306,448.0,junction,zone_6,75.8602,17.6679
257,75.8601945230446,17.667953864730777,448.0,junction,zone_6,75.8602,17.668
258,75.86033858854545,17.66792735546821,448.0,junction,zone_6,75.8603,17.6679
259,75.86030592020668,17.668829322317354,441.0,junction,zone_6,75.8603,17.6688
260,75.86031761873402,17.700782744380394,465.0,junction,zone_1,75.8603,17.7008
261,75.86028786143908,17.701496666548493,466.0,junction,zone_1,75.8603,17.7015
262,75.86034948641556,17.70236061628065,467.0,junction,zone_1,75.8603,17.7024
263,75.86035771140746,17.667018690345152,448.0,junction,zone_6,75.8604,17.667
264,75.86056842165988,17.667939432937104,448.0,junction,zone_6,75.8606,17.6679
265,75.86064561140613,17.700114022540888,465.0,junction,zone_1,75.8606,17.7001
266,75.86065348663558,17.668596253723706,441.0,junction,zone_6,75.8607,17.6686
267,75.86070769553368,17.700762249259984,465.0,junction,zone_1,75.8607,17.7008
268,75.8607740907681,17.702249506515983,467.0,junction,zone_1,75.8608,17.7022
269,75.86091254055678,17.700951780635133,466.0,junction,zone_1,75.8609,17.701
270,75.86112450344287,17.702139075090766,467.0,junction,zone_1,75.8611,17.7021
271,75.86118466572482,17.666226524327122,445.0,junction,zone_6,75.8612,17.6662
272,75.8612279211393,17.666301559276096,445.0,junction,zone_6,75.8612,17.6663
273,75.86118230289897,17.701615009702575,466.0,junction,zone_1,75.8612,17.7016
274,75.86123878361822,17.702102583674474,467.0,junction,zone_1,75.8612,17.7021
275,75.86128565215195,17.666583717672502,445.0,junction,zone_6,75.8613,17.6666
276,75.86133331797132,17.666915690381476,444.0,junction,zone_6,75.8613,17.6669
277,75.86143629348399,17.66625033700254,445.0,junction,zone_6,75.8614,17.6663
278,75.86148099372807,17.666550041181686,445.0,junction,zone_6,75.8615,17.6666
279,75.86149377120832,17.666739840528383,444.0,junction,zone_6,75.8615,17.6667
280,75.86147072904835,17.701604756557494,466.0,junction,zone_1,75.8615,17.7016
281,75.8615287892543,17.702009980057895,467.0,junction,zone_1,75.8615,17.702
282,75.86148826619421,17.702742110020502,466.0,junction,zone_1,75.8615,17.7027
283,75.86164253382597,17.66619963857645,445.0,junction,zone_6,75.8616,17.6662
284,75.86173556203764,17.666829454338913,443.0,junction,zone_6,75.8617,17.6668
285,75.86185227380652,17.66614807961384,444.0,junction,zone_6,75.8619,17.6661
286,75.86190144502584,17.701879790747284,466.0,junction,zone_1,75.8619,17.7019
287,75.86188380834803,17.704302464015168,462.0,junction,zone_1,75.8619,17.7043
288,75.86203465734486,17.66550706936236,444.0,junction,zone_6,75.862,17.6655
289,75.86196629027674,17.666815551925385,443.0,junction,zone_6,75.862,17.6668
290,75.8620091929367,17.700323189059773,463.0,junction,zone_1,75.862,17.7003
291,75.86200236532717,17.70274803481993,467.0,junction,zone_1,75.862,17.7027
292,75.8621427293879,17.66587906738887,444.0,junction,zone_6,75.8621,17.6659
293,75.86205669053305,17.666097828989905,444.0,junction,zone_6,75.8621,17.6661
294,75.86207864620073,17.700927856552234,465.0,junction,zone_1,75.8621,17.7009
295,75.8621565138299,17.6667214077884,443.0,junction,zone_6,75.8622,17.6667
296,75.86217684515692,17.701782778643913,466.0,junction,zone_1,75.8622,17.7018
297,75.86217274550138,17.702116153316155,466.0,junction,zone_1,75.8622,17.7021
298,75.86226860996457,17.666045733766847,444.0,junction,zone_6,75.8623,17.666
299,75.86225112620413,17.70224708742979,466.0,junction,zone_1,75.8623,17.7022
300,75.8624317519866,17.66600562910611,444.0,junction,zone_6,75.8624,17.666
301,75.862372449385,17.666680993671378,443.0,junction,zone_6,75.8624,17.6667
302,75.86238518139888,17.700351923633075,463.0,junction,zone_1,75.8624,17.7004
303,75.8624068373313,17.702382588487364,466.0,junction,zone_1,75.8624,17.7024
304,75.86243314626277,17.703628900430186,465.0,junction,zone_1,75.8624,17.7036
305,75.86251178186079,17.70165218666007,463.0,junction,zone_1,75.8625,17.7017
306,75.86256920308239,17.666659469259052,444.0,junction,zone_6,75.8626,17.6667
307,75.86261053533718,17.701613339671173,463.0,junction,zone_1,75.8626,17.7016
308,75.86285151944224,17.70097010436166,463.0,junction,zone_1,75.8629,17.701
309,75.86287616848304,17.70152024565512,463.0,junction,zone_1,75.8629,17.7015
310,75.8630700816285,17.70145814200821,463.0,junction,zone_1,75.8631,17.7015
311,75.8632730707369,17.665106492060815,445.0,junction,zone_6,75.8633,17.6651
312,75.86325695936354,17.66539192394921,445.0,junction,zone_6,75.8633,17.6654
313,75.8635151312338,17.66553348615735,446.0,junction,zone_6,75.8635,17.6655
314,75.8636272307577,17.665619990394497,446.0,junction,zone_6,75.8636,17.6656
315,75.86360438512601,17.702352145896366,461.0,junction,zone_1,75.8636,17.7024
316,75.86391173529057,17.702579703029865,461.0,junction,zone_1,75.8639,17.7026
317,75.8640021598908,17.664937326727536,446.0,junction,zone_6,75.864,17.6649
318,75.86406660581436,17.66518495823553,446.0,junction,zone_6,75.8641,17.6652
319,75.8641069937225,17.665340147155703,446.0,junction,zone_6,75.8641,17.6653
320,75.86414995576317,17.665515776756436,446.0,junction,zone_6,75.8641,17.6655
321,75.86415256597913,17.665515256364106,446.0,junction,zone_6,75.8642,17.6655
322,75.86432209962209,17.66636522222898,444.0,junction,zone_6,75.8643,17.6664
323,75.86474434149562,17.665374893536246,447.0,junction,zone_6,75.8647,17.6654
324,75.86494853365623,17.666237388413776,444.0,junction,zone_6,75.8649,17.6662
325,75.86490957703496,17.700967070095913,459.0,junction,zone_1,75.8649,17.701
326,75.86504105059164,17.665300895405235,447.0,junction,zone_6,75.865,17.6653
327,75.86510269670809,17.70133612837922,458.0,junction,zone_1,75.8651,17.7013
328,75.86532554481579,17.665246277974195,447.0,junction,zone_6,75.8653,17.6652
329,75.86526266902665,17.66619772089336,445.0,junction,zone_6,75.8653,17.6662
330,75.86541440587922,17.665587767796268,447.0,junction,zone_6,75.8654,17.6656
331,75.86996268435678,17.665588812126053,446.0,junction,zone_6,75.87,17.6656
332,75.87105960798517,17.64720319770287,463.0,junction,zone_6,75.8711,17.6472
333,75.87156624586407,17.66726819795363,443.0,junction,zone_6,75.8716,17.6673
334,75.87193392630765,17.646489225327365,465.0,junction,zone_6,75.8719,17.6465
335,75.87188947271812,17.667460414613743,444.0,junction,zone_6,75.8719,17.6675
336,75.87195078991049,17.66659252849654,447.0,junction,zone_6,75.872,17.6666
337,75.87230712040021,17.66677933715775,444.0,junction,zone_6,75.8723,17.6668
338,75.87227098392445,17.66764595962405,442.0,junction,zone_6,75.8723,17.6676
339,75.8723758532577,17.666734331780987,444.0,junction,zone_6,75.8724,17.6667
340,75.87254949926287,17.622639420014686,458.0,junction,zone_5,75.8725,17.6226
341,75.87255163695285,17.622473827037915,460.0,junction,zone_5,75.8726,17.6225
342,75.87272,17.61902,462.0,junction,zone_5,75.8727,17.619
343,75.87274938709064,17.621109194827334,462.0,junction,zone_5,75.8727,17.6211
344,75.8726564958563,17.621706528198803,460.0,junction,zone_5,75.8727,17.6217
345,75.87266969089052,17.666970489217867,446.0,junction,zone_6,75.8727,17.667
346,75.87267817015399,17.667839328420836,442.0,junction,zone_6,75.8727,17.6678
347,75.8729376676051,17.619126972208473,462.0,junction,zone_5,75.8729,17.6191
348,75.87292555119822,17.61952723481002,462.0,junction,zone_5,75.8729,17.6195
349,75.87289913487668,17.619847009492364,462.0,junction,zone_5,75.8729,17.6198
350,75.87291917022678,17.61996615472543,462.0,junction,zone_5,75.8729,17.62
